"STATION","NAME","DATE","PRCP","TAVG"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-17","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-18","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-19","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-20","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-21","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-22","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-23","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-24","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-25","2.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-26","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-27","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-28","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-29","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-30","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-10-31","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-01","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-03","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-04","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-05","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-06","7.9",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-07","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-08","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-09","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-10","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-11","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-12","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-13","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-14","8.1",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-15","14.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-16","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-17","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-18","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-19","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-20","10.2",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-21","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-22","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-23","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-24","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-25","0.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-26","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-27","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-28","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-29","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-11-30","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-01","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-03","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-04","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-05","1.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-06","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-07","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-08","1.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-09","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-10","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-11","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-12","8.4",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-13","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-14","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-15","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-16","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-17","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-18","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-19","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-20","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-21","0.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-22","4.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-23","8.9",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-24","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-25","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-26","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-27","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-28","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-29","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-30","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1956-12-31","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-01","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-03","1.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-04","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-05","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-06","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-07","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-08","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-09","5.1",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-10","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-11","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-12","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-13","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-14","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-15","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-16","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-17","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-18","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-19","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-20","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-21","1.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-22","6.1",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-23","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-24","2.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-25","4.6",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-26","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-27","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-28","0.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-29","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-30","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-01-31","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-01","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-03","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-04","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-05","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-06","3.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-07","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-08","8.4",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-09","5.1",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-10","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-11","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-12","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-13","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-14","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-15","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-16","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-17","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-18","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-19","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-20","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-21","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-22","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-23","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-24","0.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-25","5.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-26","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-27","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-02-28","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-01","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-03","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-04","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-05","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-06","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-07","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-08","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-09","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-10","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-11","11.2",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-12","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-13","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-14","7.4",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-15","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-16","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-17","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-18","10.9",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-19","4.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-20","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-21","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-22","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-23","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-24","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-25","3.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-26","2.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-27","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-28","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-29","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-30","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-03-31","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-01","2.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-03","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-04","15.7",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-05","14.7",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-06","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-07","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-08","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-09","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-10","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-11","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-12","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-13","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-14","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-15","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-16","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-17","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-18","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-19","3.6",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-20","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-21","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-22","3.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-23","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-24","6.9",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-25","7.4",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-26","13.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-27","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-28","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-29","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-04-30","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-01","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-03","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-04","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-05","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-06","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-07","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-08","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-09","9.1",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-10","12.7",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-11","15.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-12","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-13","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-14","5.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-15","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-16","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-17","7.4",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-18","4.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-19","9.4",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-20","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-21","9.9",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-22","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-23","4.6",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-24","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-25","11.2",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-26","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-27","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-28","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-29","1.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-30","4.1",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-05-31","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-01","1.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-03","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-04","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-05","10.9",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-06","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-07","4.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-08","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-09","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-10","1.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-11","6.4",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-12","0.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-13","31.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-14","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-15","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-16","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-17","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-18","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-19","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-20","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-21","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-22","2.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-23","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-24","0.8",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-25","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-26","10.7",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-27","0.5",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-28","30.7",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-29","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-06-30","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-07-01","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-07-02","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-07-03","0.3",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-07-04","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-07-05","0.0",
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","1957-07-06","3.8",
